protocol,srcPort,srcIP,destPort,destIP,isMalicious,action,ruleMatch,ruleSeverity
TCP,443,216.58.215.142,63965,192.168.1.10,true,false,true,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.66,50853,192.168.1.10,false,true,false,MEDIUM
TCP,63965,192.168.1.10,443,216.58.215.142,true,false,true,MEDIUM
TCP,63965,192.168.1.10,443,216.58.215.142,true,false,true,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
TCP,63967,192.168.1.10,443,142.250.200.99,true,false,true,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,false,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,true,false,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.184.161,57468,192.168.1.10,false,true,false,MEDIUM
TCP,443,216.58.215.142,63965,192.168.1.10,true,false,true,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,51726,192.168.1.10,443,142.250.200.99,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,false,false,MEDIUM
UDP,57468,192.168.1.10,443,142.250.184.161,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.184.161,57468,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.184.161,57468,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
UDP,57468,192.168.1.10,443,142.250.184.161,false,true,false,MEDIUM
UDP,57468,192.168.1.10,443,142.250.184.161,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.99,51726,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
UDP,51726,192.168.1.10,443,142.250.200.99,false,true,false,MEDIUM
UDP,51726,192.168.1.10,443,142.250.200.99,false,false,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,false,false,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
TCP,443,142.250.184.161,63966,192.168.1.10,true,false,true,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
TCP,63966,192.168.1.10,443,142.250.184.161,true,false,true,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.66,50853,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.66,50853,192.168.1.10,false,true,false,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
TCP,63966,192.168.1.10,443,142.250.184.161,true,false,true,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,50853,192.168.1.10,443,142.250.200.66,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59293,192.168.1.10,443,216.58.215.142,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,52861,192.168.1.10,53,192.168.1.1,false,false,false,MEDIUM
UDP,63081,192.168.1.10,53,192.168.1.1,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59293,192.168.1.10,443,216.58.215.142,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,false,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,172.217.17.4,50732,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.184.161,57468,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
